customer_id,customer_name,recency_days,frequency_orders,monetary_sales,monetary_profit,r_score,f_score,m_score,customer_segment
NP-18670,Nora Paige,60,4,3824.48,433.76,3,4,5,Loyal Customers
CS-12505,Cindy Stewart,60,4,5642.78,-6652.72,3,4,5,Loyal Customers
KH-16630,Ken Heidel,60,6,720.56,97.87,3,4,2,Potential Loyalists
AR-10825,Anthony Rawles,60,6,4805.5,475.14,3,5,5,Loyal Customers
SF-20065,Sandra Flanagan,61,3,564.01,113.18,3,2,2,Potential Loyalists
SF-20200,Sarah Foster,61,6,3312.94,315.89,3,5,5,Loyal Customers
CY-12745,Craig Yedwab,62,5,1848.93,290.27,3,4,3,Loyal Customers
AH-10120,Adrian Hane,62,6,1843.38,23.6,3,5,3,Loyal Customers
JK-15625,Jim Karlsson,63,1,966.82,8.86,3,1,2,Potential Loyalists
RA-19945,Ryan Akin,63,2,740.74,-105.5,3,1,2,Potential Loyalists
JK-15205,Jamie Kunitz,63,2,2501.14,557.87,3,2,4,Potential Loyalists
MM-18055,Michelle Moray,63,4,2279.76,-403.66,3,3,4,Loyal Customers
GB-14530,George Bell,64,6,1151.64,-33.25,3,4,2,Potential Loyalists
SA-20830,Sue Ann Reed,65,6,2051.45,160.74,3,5,4,Loyal Customers
TW-21025,Tamara Willingham,66,4,907.5,26.94,3,3,2,Potential Loyalists
MA-17560,Matt Abelman,66,5,617.88,58.51,3,4,2,Potential Loyalists
BF-11215,Benjamin Farhat,67,3,1799.64,501.74,3,3,3,Loyal Customers
OT-18730,Olvera Toch,67,4,3736.66,-1006.55,3,4,5,Loyal Customers
JF-15190,Jamie Frazer,67,5,2570.43,519.74,3,4,4,Loyal Customers
RB-19330,Randy Bradley,70,1,674.82,-74.31,3,1,2,Potential Loyalists
JR-15700,Jocasta Rupert,70,1,900.88,107.98,3,1,2,Potential Loyalists
DW-13195,David Wiener,71,3,785.82,-142.35,3,2,2,Potential Loyalists
HA-14905,Helen Abelman,71,3,1547.51,50.77,3,2,3,Potential Loyalists
TA-21385,Tom Ashbrook,71,3,3715.77,4523.36,3,3,5,Loyal Customers
ML-17395,Marina Lichtenstein,71,4,962.47,203.28,3,3,2,Potential Loyalists
PS-18970,Paul Stevenson,71,4,1045.48,48.37,3,3,2,Potential Loyalists
BD-11620,Brian DeCherney,71,5,1282.42,98.02,3,4,2,Potential Loyalists
PH-18790,Patricia Hirasaki,72,1,885.65,47.89,3,1,2,Potential Loyalists
SL-20155,Sara Luxemburg,72,3,1862.73,440.95,3,3,3,Loyal Customers
FC-14245,Frank Carlisle,72,4,3923.18,1181.63,3,4,5,Loyal Customers
SP-20920,Susan Pistek,72,5,4517.87,-9.53,3,4,5,Loyal Customers
NK-18490,Neil Knudson,72,6,1078.42,119.43,3,4,2,Potential Loyalists
IG-15085,Ivan Gibson,73,2,524.13,147.79,3,1,1,Potential Loyalists
PT-19090,Pete Takahito,73,3,641.39,-12.02,3,2,2,Potential Loyalists
MY-18295,Muhammed Yedwab,73,9,1780.71,-268.57,3,5,3,Loyal Customers
HH-15010,Hilary Holden,74,1,518.39,26.46,3,1,1,Potential Loyalists
MO-17500,Mary O'Rourke,74,3,919.24,53.32,3,2,2,Potential Loyalists
TH-21550,Tracy Hopkins,74,3,3069.05,-990.16,3,3,4,Loyal Customers
MP-17965,Michael Paige,74,5,2562.44,382.4,3,4,4,Loyal Customers
RD-19480,Rick Duston,74,5,2915.91,345.66,3,4,4,Loyal Customers
AJ-10960,Astrea Jones,76,1,139.64,2.77,3,1,1,Potential Loyalists
BF-11020,Barry Französisch,76,6,2764.35,25.5,3,5,4,Loyal Customers
BO-11425,Bobby Odegard,77,1,165.75,57.38,3,1,1,Potential Loyalists
VP-21760,Victoria Pisteka,77,2,2247.46,-932.84,3,2,4,Potential Loyalists
AJ-10780,Anthony Jacobs,77,3,1252.8,202.34,3,2,2,Potential Loyalists
GH-14410,Gary Hansen,77,6,3016.86,-669.14,3,5,4,Loyal Customers
SV-20815,Stuart Van,78,2,154.69,15.45,3,1,1,Potential Loyalists
MC-17275,Marc Crier,78,3,289.58,28.13,3,2,1,Potential Loyalists
RS-19420,Ricardo Sperren,78,4,2324.91,314.52,3,3,4,Loyal Customers
DL-13495,Dionis Lloyd,78,7,3505.74,-103.14,3,5,5,Loyal Customers
AG-10765,Anthony Garverick,79,1,241.85,-66.01,3,1,1,Potential Loyalists
EL-13735,Ed Ludwig,79,2,237.28,27.12,3,1,1,Potential Loyalists
BK-11260,Berenike Kampe,79,3,285.28,23.67,3,2,1,Potential Loyalists
AG-10495,Andrew Gjertsen,80,2,474.67,30.68,3,1,1,Potential Loyalists
CR-12730,Craig Reiter,80,3,1196.18,312.94,3,2,2,Potential Loyalists
SM-20320,Sean Miller,81,2,654.42,34.28,3,1,2,Potential Loyalists
ML-18040,Michelle Lonsdale,81,3,972.08,138.72,3,2,2,Potential Loyalists
SN-20710,Steve Nguyen,81,4,1580.5,357.59,3,3,3,Loyal Customers
SP-20860,Sung Pak,81,4,3386.49,630.58,3,4,5,Loyal Customers
NF-18385,Natalie Fritzler,81,5,2717.49,97.67,3,4,4,Loyal Customers
RW-19690,Robert Waldorf,81,5,4404.65,707.55,3,4,5,Loyal Customers
SW-20245,Scot Wooten,83,4,905.92,18.32,3,3,2,Potential Loyalists
EB-14170,Evan Bailliet,84,2,123.66,7.96,3,1,1,Potential Loyalists
CK-12760,Cyma Kinney,84,5,1324.48,-419.52,3,4,3,Loyal Customers
CP-12085,Cathy Prescott,84,5,5545.22,262.2,3,4,5,Loyal Customers
BP-11050,Barry Pond,85,4,1292.18,207.28,3,3,3,Loyal Customers
GM-14440,Gary McGarr,85,5,1670.37,144.49,3,4,3,Loyal Customers
MG-18145,Mike Gockenbach,86,2,1560.61,196.59,3,2,3,Potential Loyalists
JK-15730,Joe Kamberova,86,6,2255.03,225.57,3,5,4,Loyal Customers
Dp-13240,Dean percer,86,7,5788.73,-913.39,3,5,5,Loyal Customers
CR-12820,Cyra Reiten,87,2,1631.75,81.14,3,2,3,Potential Loyalists
AJ-10945,Ashley Jarboe,87,3,1040.03,201.15,3,2,2,Potential Loyalists
MM-18280,Muhammed MacIntyre,87,5,741.3,42.21,3,4,2,Potential Loyalists
MH-17455,Mark Hamilton,87,5,2417.98,460.58,3,4,4,Loyal Customers
NZ-18565,Nick Zandusky,87,7,1304.88,71.78,3,5,3,Loyal Customers
PO-19195,Phillina Ober,88,1,381.72,28.8,3,1,1,Potential Loyalists
LW-16825,Laurel Workman,90,2,611.94,-391.02,3,1,2,Potential Loyalists
AS-10045,Aaron Smayling,90,6,3368.91,-285.81,3,5,5,Loyal Customers
RF-19735,Roland Fjeld,91,4,2169.5,501.88,3,3,4,Loyal Customers
PV-18985,Paul Van Hugh,91,4,2543.88,439.09,3,3,4,Loyal Customers
BP-11155,Becky Pak,91,5,869.91,215.4,3,4,2,Potential Loyalists
SC-20695,Steve Chapman,91,7,1932.32,336.37,3,5,3,Loyal Customers
RW-19630,Rob Williams,91,7,3369.46,668.06,3,5,5,Loyal Customers
EB-13840,Ellis Ballard,92,2,1022.4,81.7,3,2,2,Potential Loyalists
TN-21040,Tanja Norvell,92,5,2474.66,-881.28,3,4,4,Loyal Customers
BF-10975,Barbara Fisher,93,2,481.2,164.35,3,1,1,Potential Loyalists
CS-11845,Cari Sayre,93,2,1501.5,205.19,3,2,3,Potential Loyalists
BT-11530,Bradley Talbott,93,3,2701.25,342.73,3,3,4,Loyal Customers
ME-18010,Michelle Ellison,94,1,158.17,-6.4,3,1,1,Potential Loyalists
JO-15280,Jas O'Carroll,94,2,450.44,-3.68,3,1,1,Potential Loyalists
MG-17680,Maureen Gastineau,94,2,2728.32,14.18,3,2,4,Potential Loyalists
SC-20575,Sonia Cooley,94,3,385.43,70.27,3,2,1,Potential Loyalists
AS-10630,Ann Steele,94,4,1086.42,75.35,3,3,2,Potential Loyalists
JA-15970,Joseph Airdo,94,6,6262.71,-916.36,3,5,5,Loyal Customers
DS-13030,Darrin Sayre,95,3,2416.12,163.86,3,3,4,Loyal Customers
BD-11725,Bruce Degenhardt,95,5,2518.59,184.49,3,4,4,Loyal Customers
SJ-20125,Sanjit Jacobs,97,11,4931.15,209.94,3,5,5,Loyal Customers
CA-11965,Carol Adams,98,3,453.04,916.46,3,2,1,Potential Loyalists
KW-16435,Katrina Willman,98,3,1133.82,155.28,3,2,2,Potential Loyalists
LS-17200,Luke Schmidt,98,4,906.8,76.47,3,3,2,Potential Loyalists
CT-11995,Carol Triggs,98,5,1592.7,-144.19,3,4,3,Loyal Customers
AG-10900,Arthur Gainer,98,5,2223.81,180.39,3,4,4,Loyal Customers
RB-19360,Raymond Buch,98,6,5041.34,6976.1,3,5,5,Loyal Customers
PB-19150,Philip Brown,99,2,627.6,110.31,3,1,2,Potential Loyalists
FA-14230,Frank Atkinson,99,2,2020.54,292.18,3,2,4,Potential Loyalists
BD-11605,Brian Dahlen,99,3,980.42,212.49,3,2,2,Potential Loyalists
KC-16540,Kelly Collister,99,3,3486.33,660.15,3,3,5,Loyal Customers
PP-18955,Paul Prost,99,4,4546.63,955.14,3,4,5,Loyal Customers
AG-10675,Anna Gayman,99,6,3874.1,-220.43,3,5,5,Loyal Customers
KF-16285,Karen Ferguson,99,6,10941.27,1577.61,3,5,5,Loyal Customers
MH-17785,Maya Herman,100,2,199.94,9.9,3,1,1,Potential Loyalists
KN-16705,Kristina Nunn,100,4,1883.47,326.87,3,3,3,Loyal Customers
DW-13540,Don Weiss,100,5,990.08,69.67,3,4,2,Potential Loyalists
BE-11410,Bobby Elias,100,5,2318.44,755.92,3,4,4,Loyal Customers
AP-10915,Arthur Prichep,100,6,2220.9,158.72,2,5,4,At Risk
MG-17890,Michael Granlund,101,7,1004.9,64.21,2,5,2,At Risk
ML-18265,Muhammed Lee,102,1,295.96,41.51,2,1,1,Lost Customers
BM-11575,Brendan Murry,102,5,1118.89,86.52,2,4,2,At Risk
EB-13870,Emily Burns,102,5,1319.0,3.64,2,4,3,At Risk
DL-12865,Dan Lawera,102,5,1631.32,305.48,2,4,3,At Risk
KT-16480,Kean Thornton,102,6,1727.75,53.93,2,5,3,At Risk
SV-20365,Seth Vernon,103,7,10751.15,1610.0,2,5,5,At Risk
JM-15535,Jessica Myrick,104,4,1300.82,250.68,2,3,3,At Risk
JP-16135,Julie Prescott,104,7,4127.4,295.36,2,5,5,At Risk
PA-19060,Pete Armstrong,105,3,207.73,58.45,2,2,1,Lost Customers
TM-21010,Tamara Manning,105,3,1157.34,206.33,2,2,2,Lost Customers
TP-21415,Tom Prescott,106,4,7456.41,-1151.91,2,4,5,At Risk
MO-17800,Meg O'Connel,106,6,1861.66,186.31,2,5,3,At Risk
BB-10990,Barry Blumstein,107,3,375.98,19.8,2,2,1,Lost Customers
EH-14185,Evan Henry,107,3,803.55,215.69,2,2,2,Lost Customers
JF-15355,Jay Fein,107,5,1044.06,169.09,2,4,2,At Risk
CL-12700,Craig Leslie,107,5,2543.59,229.01,2,4,4,At Risk
TC-21145,Theresa Coyne,108,1,1256.26,265.53,2,1,2,Lost Customers
CC-12145,Charles Crestani,108,3,139.78,16.2,2,2,1,Lost Customers
CL-11890,Carl Ludwig,108,3,1549.46,357.43,2,3,3,At Risk
GM-14500,Gene McClure,108,6,602.52,79.18,2,4,2,At Risk
TB-21520,Tracy Blumstein,109,3,423.93,46.21,2,2,1,Lost Customers
PS-18760,Pamela Stobb,109,4,2411.78,-33.23,2,3,4,At Risk
DB-13555,Dorothy Badders,109,4,3610.92,100.98,2,4,5,At Risk
SG-20605,Speros Goranitis,110,2,264.89,25.46,2,1,1,Lost Customers
JM-15865,John Murray,111,3,762.79,-25.19,2,2,2,Lost Customers
SS-20410,Shahid Shariari,112,2,415.66,58.91,2,1,1,Lost Customers
RC-19960,Ryan Crowe,112,4,434.58,108.98,2,3,1,At Risk
AR-10345,Alex Russell,113,2,299.08,23.95,2,1,1,Lost Customers
SN-20560,Skye Norling,113,3,1488.46,-901.43,2,2,3,Lost Customers
JD-16015,Joy Daniels,114,3,813.25,37.05,2,2,2,Lost Customers
GK-14620,Grace Kelly,114,4,3141.89,1319.0,2,4,4,At Risk
MC-17605,Matt Connell,114,5,1083.4,132.99,2,4,2,At Risk
KD-16495,Keith Dawkins,114,7,1361.27,193.58,2,5,3,At Risk
EM-14095,Eudokia Martin,115,2,255.52,47.56,2,1,1,Lost Customers
EB-14110,Eugene Barchas,115,3,2300.95,140.21,2,3,4,At Risk
TG-21640,Trudy Glocke,116,1,295.82,84.43,2,1,1,Lost Customers
NF-18595,Nicole Fjeld,116,2,500.11,87.85,2,1,1,Lost Customers
JC-15340,Jasper Cacioppo,116,3,162.34,-1.68,2,2,1,Lost Customers
AG-10390,Allen Goldenen,116,3,175.22,1.31,2,2,1,Lost Customers
DM-12955,Dario Medina,116,3,213.78,7.4,2,2,1,Lost Customers
RD-19660,Robert Dilbeck,116,3,2314.62,909.18,2,3,4,At Risk
RD-19900,Ruben Dartt,116,4,1596.91,259.94,2,3,3,At Risk
PF-19225,Phillip Flathmann,116,5,2493.13,591.31,2,4,4,At Risk
MG-17875,Michael Grace,118,2,365.66,32.81,2,1,1,Lost Customers
KB-16405,Katrina Bavinger,119,2,1090.66,230.91,2,2,2,Lost Customers
GM-14695,Greg Maxwell,119,2,1810.05,76.45,2,2,3,Lost Customers
JD-15790,John Dryer,119,3,700.74,46.96,2,2,2,Lost Customers
VM-21835,Vivian Mathis,119,4,491.41,110.13,2,3,1,At Risk
MD-17350,Maribeth Dona,119,4,1653.16,-209.72,2,3,3,At Risk
TH-21235,Tiffany House,119,6,1358.42,95.66,2,4,3,At Risk
JK-16120,Julie Kriz,119,7,2439.94,-165.26,2,5,4,At Risk
HW-14935,Helen Wasserman,119,7,10074.93,2146.96,2,5,5,At Risk
AG-10300,Aleksandra Gannaway,120,2,187.9,22.15,2,1,1,Lost Customers
RK-19300,Ralph Kennedy,121,1,112.19,4.11,2,1,1,Lost Customers
JS-15595,Jill Stevenson,121,2,1239.47,24.67,2,2,2,Lost Customers
Dl-13600,Dorris liebe,121,3,889.44,146.07,2,2,2,Lost Customers
JL-15235,Janet Lee,121,3,1537.71,191.55,2,2,3,Lost Customers
MH-17290,Marc Harrigan,121,4,2794.63,14.58,2,3,4,At Risk
TB-21055,Ted Butterfield,121,5,1840.88,390.21,2,4,3,At Risk
BE-11335,Bill Eplett,121,5,4467.68,1487.77,2,4,5,At Risk
SS-20875,Sung Shariari,122,2,335.75,12.9,2,1,1,Lost Customers
CA-12775,Cynthia Arntzen,122,3,996.34,193.96,2,2,2,Lost Customers
CK-12325,Christine Kargatis,122,3,2106.27,-65.19,2,3,4,At Risk
RW-19540,Rick Wilson,122,4,7035.45,1660.84,2,4,5,At Risk
MS-17770,Maxwell Schwartz,123,3,2107.76,173.79,2,3,4,At Risk
JF-15490,Jeremy Farry,123,6,706.16,50.08,2,4,2,At Risk
BW-11110,Bart Watters,123,6,4469.73,817.89,2,5,5,At Risk
RL-19615,Rob Lucas,123,6,4977.93,335.97,2,5,5,At Risk
ST-20530,Shui Tom,127,2,383.69,12.37,2,1,1,Lost Customers
MR-17545,Mathew Reese,127,2,837.58,153.34,2,2,2,Lost Customers
AR-10405,Allen Rosenblatt,127,3,1851.64,-221.58,2,3,3,At Risk
HJ-14875,Heather Jas,128,4,362.18,69.95,2,3,1,At Risk
SC-20680,Steve Carroll,128,4,409.13,124.93,2,3,1,At Risk
DP-13000,Darren Powers,128,5,717.92,-43.52,2,4,2,At Risk
TM-21490,Tony Molinari,132,3,1307.68,292.52,2,2,3,Lost Customers
SC-20845,Sung Chung,133,2,509.63,31.18,2,1,1,Lost Customers
CM-11815,Candace McMahon,133,4,1963.58,189.24,2,3,3,At Risk
EM-13810,Eleni McCrary,134,2,302.27,68.07,2,1,1,Lost Customers
LR-17035,Lisa Ryan,134,3,1198.06,-288.41,2,2,2,Lost Customers
DO-13435,Denny Ordway,135,5,812.21,91.66,2,4,2,At Risk
PJ-19015,Pauline Johnson,136,5,1983.58,640.16,2,4,3,At Risk
ED-13885,Emily Ducich,137,4,1371.24,77.15,2,3,3,At Risk
EH-13765,Edward Hooks,137,9,9542.99,1164.63,2,5,5,At Risk
BO-11350,Bill Overfelt,139,5,3482.73,278.78,2,4,5,At Risk
NP-18700,Nora Preis,140,4,2977.26,344.87,2,3,4,At Risk
IL-15100,Ivan Liston,144,3,1964.29,458.24,2,3,3,At Risk
FM-14380,Fred McMath,147,6,1375.15,174.01,2,5,3,At Risk
TB-21355,Todd Boyes,148,5,1211.33,268.97,2,4,2,At Risk
SC-20230,Scot Coram,151,4,4455.96,440.14,2,4,5,At Risk
GA-14515,George Ashbrook,151,5,1557.61,192.64,2,4,3,At Risk
EM-13960,Eric Murdock,153,1,203.54,50.37,2,1,1,Lost Customers
LH-16750,Larry Hughes,153,2,403.86,17.66,2,1,1,Lost Customers
HK-14890,Heather Kirkland,153,5,3351.95,416.03,2,4,5,At Risk
GM-14680,Greg Matthias,154,4,1351.56,-179.05,2,3,3,At Risk
EH-14125,Eugene Hildebrand,154,7,2353.64,194.04,2,5,4,At Risk
LB-16795,Laurel Beltran,154,7,4810.11,-30.65,2,5,5,At Risk
EA-14035,Erin Ashbrook,154,8,1804.65,-321.03,2,5,3,At Risk
TC-21475,Tony Chapman,155,6,1229.64,108.86,2,4,2,At Risk
VG-21790,Vivek Gonzalez,156,4,846.83,124.09,2,3,2,At Risk
LA-16780,Laura Armstrong,156,7,6689.91,1576.67,2,5,5,At Risk
MH-17620,Matt Hagelstein,157,3,1481.34,107.69,2,2,3,Lost Customers
GZ-14545,George Zrebassa,159,3,2626.36,816.17,2,3,4,At Risk
EM-14200,Evan Minnotte,160,2,564.13,17.82,2,1,2,Lost Customers
JC-15775,John Castell,160,6,2913.58,187.87,2,5,4,At Risk
HR-14830,Harold Ryan,161,2,3309.81,1000.69,2,2,5,Lost Customers
NM-18445,Nathan Mautz,162,1,120.92,4.35,2,1,1,Lost Customers
AZ-10750,Annie Zypern,162,2,1087.5,47.75,2,2,2,Lost Customers
CP-12340,Christine Phan,162,6,1208.51,225.82,2,4,2,At Risk
PO-19180,Philisse Overcash,162,6,2468.71,332.2,2,5,4,At Risk
EB-13930,Eric Barreto,163,4,775.3,-0.74,2,3,2,At Risk
CS-11860,Cari Schnelling,164,3,323.64,14.92,2,2,1,Lost Customers
SW-20350,Sean Wendt,164,3,1180.04,95.84,2,2,2,Lost Customers
SW-20455,Shaun Weien,164,3,1554.48,175.2,2,3,3,At Risk
AM-10705,Anne McFarland,164,4,3970.36,598.95,2,4,5,At Risk
AJ-10795,Anthony Johnson,168,5,3080.88,655.44,2,4,4,At Risk
AB-10255,Alejandro Ballentine,168,6,1304.68,223.74,2,4,3,At Risk
MM-17260,Magdelene Morse,170,3,1331.06,127.04,2,2,3,Lost Customers
RR-19525,Rick Reed,172,3,742.3,145.61,2,2,2,Lost Customers
NW-18400,Natalie Webber,174,2,318.47,-243.63,2,1,1,Lost Customers
TS-21430,Tom Stivers,174,3,291.37,31.56,2,2,1,Lost Customers
JH-15820,John Huston,176,2,695.89,-19.93,2,1,2,Lost Customers
NS-18640,Noel Staavos,176,7,1929.57,-397.64,2,5,3,At Risk
JC-15385,Jenna Caffey,177,1,1335.11,502.92,2,1,3,Lost Customers
LS-16945,Linda Southworth,180,5,3315.93,-328.59,2,4,5,At Risk
MO-17950,Michael Oakman,182,1,152.0,-2.7,2,1,1,Lost Customers
JK-15640,Jim Kriz,182,1,4429.97,981.3,2,1,5,Lost Customers
RD-19585,Rob Dowd,182,4,422.55,90.49,2,3,1,At Risk
SG-20470,Sheri Gordon,185,2,1089.98,-314.42,2,2,2,Lost Customers
ND-18460,Neil Ducich,185,3,2644.1,379.25,2,3,4,At Risk
TT-21220,Thomas Thornton,185,4,980.07,207.85,2,3,2,At Risk
AA-10315,Alex Avila,186,2,4919.55,-650.6,2,2,5,Lost Customers
FC-14335,Fred Chung,186,3,5510.66,589.12,2,3,5,At Risk
MA-17995,Michelle Arnett,188,3,2028.11,223.6,2,3,4,At Risk
SC-20260,Scott Cohen,189,2,1256.79,200.25,2,2,2,Lost Customers
DB-13405,Denny Blanton,189,2,1679.08,172.58,2,2,3,Lost Customers
SC-20725,Steven Cartwright,189,5,2654.98,757.18,2,4,4,At Risk
SB-20205,Sarah Brown,190,2,648.2,13.32,2,1,2,Lost Customers
MC-17635,Matthew Clasen,191,2,818.21,-289.83,2,2,2,Lost Customers
NH-18610,Nicole Hansen,191,4,2496.08,641.15,2,3,4,At Risk
CJ-12010,Caroline Jumper,191,8,11596.97,858.74,2,5,5,At Risk
AS-10240,Alan Shonely,194,3,399.26,-8.7,2,2,1,Lost Customers
TR-21325,Toby Ritter,195,4,748.74,191.85,2,3,2,At Risk
JE-15475,Jeremy Ellison,195,4,1296.93,219.0,2,3,3,At Risk
PF-19165,Philip Fox,198,3,2085.08,529.32,2,3,4,At Risk
SR-20740,Steven Roelle,198,3,3940.51,1857.84,2,3,5,At Risk
CB-12535,Claudia Bergmann,199,4,2855.4,800.18,2,3,4,At Risk
TS-21205,Thomas Seio,200,2,4245.47,391.12,2,2,5,Lost Customers
SD-20485,Shirley Daniels,202,3,1005.13,-92.39,2,2,2,Lost Customers
SB-20190,Sarah Bern,203,2,1684.45,191.06,2,2,3,Lost Customers
TB-21400,Tom Boeckenhauer,204,3,1379.48,230.72,2,2,3,Lost Customers
ZD-21925,Zuschuss Donatelli,204,4,1349.18,223.25,2,3,3,At Risk
BC-11125,Becky Castell,204,6,2341.1,121.47,2,5,4,At Risk
MT-18070,Michelle Tran,205,2,1117.54,72.54,1,2,2,Lost Customers
BW-11200,Ben Wallace,205,4,1059.08,159.55,1,3,2,At Risk
NC-18625,Noah Childs,206,3,1782.65,-412.42,1,3,3,At Risk
LW-17125,Liz Willingham,207,2,1217.09,170.88,1,2,2,Lost Customers
NR-18550,Nick Radford,212,3,2417.4,98.64,1,3,4,At Risk
BW-11065,Barry Weirich,214,1,353.74,-77.13,1,1,1,Lost Customers
FH-14350,Fred Harton,214,2,2318.04,340.36,1,2,4,Lost Customers
JO-15550,Jesus Ocampo,217,2,238.29,13.4,1,1,1,Lost Customers
DN-13690,Duane Noonan,219,4,1436.44,360.81,1,3,3,At Risk
DW-13480,Dianna Wilson,219,4,1654.0,194.08,1,3,3,At Risk
EH-13945,Eric Hoffmann,219,5,738.02,20.78,1,4,2,At Risk
BM-11785,Bryan Mills,220,4,598.44,63.3,1,3,2,At Risk
VS-21820,Vivek Sundaresam,223,2,407.52,-14.26,1,1,1,Lost Customers
JG-15805,John Grady,225,2,1354.97,169.14,1,2,3,Lost Customers
NC-18340,Nat Carroll,226,2,1406.19,242.88,1,2,3,Lost Customers
JF-15295,Jason Fortune-,227,4,1020.85,50.33,1,3,2,At Risk
TS-21340,Toby Swindell,228,1,214.61,7.29,1,1,1,Lost Customers
SG-20890,Susan Gilcrest,228,2,296.45,-6.65,1,1,1,Lost Customers
AH-10465,Amy Hunt,232,3,870.58,145.96,1,2,2,Lost Customers
KB-16585,Ken Black,232,5,1099.55,337.29,1,4,2,At Risk
AC-10420,Alyssa Crouse,234,2,362.74,-47.47,1,1,1,Lost Customers
CS-12175,Charles Sheldon,234,4,997.25,15.04,1,3,2,At Risk
PS-19045,Penelope Sewall,238,4,4095.82,1066.64,1,4,5,At Risk
TS-21655,Trudy Schmidt,240,3,2622.73,254.83,1,3,4,At Risk
LH-17020,Lisa Hazard,241,2,443.07,-136.41,1,1,1,Lost Customers
MK-18160,Mike Kennedy,242,3,1366.99,250.11,1,2,3,Lost Customers
DB-12970,Darren Budd,243,3,2374.55,149.57,1,3,4,At Risk
DW-13585,Dorothy Wardle,244,5,2883.86,97.72,1,4,4,At Risk
NM-18520,Neoma Murray,246,7,2136.64,815.62,1,5,4,At Risk
HM-14980,Henry MacAllister,249,3,363.94,43.33,1,2,1,Lost Customers
LL-16840,Lauren Leatherbury,251,2,425.55,44.72,1,1,1,Lost Customers
SJ-20500,Shirley Jackson,255,3,1082.66,10.66,1,2,2,Lost Customers
CV-12295,Christina VanderZanden,256,3,1779.81,329.59,1,3,3,At Risk
BE-11455,Brad Eason,256,4,1390.54,19.0,1,3,3,At Risk
AA-10480,Andrew Allen,261,3,1862.05,425.94,1,3,3,At Risk
MG-18205,Mitch Gastineau,266,1,192.74,-1.25,1,1,1,Lost Customers
DB-13360,Dennis Bolton,266,3,941.97,195.51,1,2,2,Lost Customers
BS-11800,Bryan Spruell,267,1,1234.8,116.95,1,1,2,Lost Customers
MS-17365,Maribeth Schnelling,275,4,4477.89,555.53,1,4,5,At Risk
DH-13075,Dave Hallsten,279,2,2056.67,87.38,1,2,4,Lost Customers
BD-11560,Brendan Dodson,280,1,364.58,80.24,1,1,1,Lost Customers
AG-10270,Alejandro Grove,280,2,2491.74,697.8,1,2,4,Lost Customers
MZ-17515,Mary Zewe,284,2,388.74,-7.51,1,1,1,Lost Customers
AC-10660,Anna Chung,284,4,477.98,-23.73,1,3,1,At Risk
CL-12565,Clay Ludtke,286,7,5750.9,1243.4,1,5,5,At Risk
TB-21595,Troy Blackwell,287,3,1347.71,-143.22,1,2,3,Lost Customers
VG-21805,Vivek Grady,288,4,177.84,30.55,1,3,1,At Risk
JK-15325,Jason Klamczynski,289,2,160.22,38.03,1,1,1,Lost Customers
EN-13780,Edward Nazzal,289,3,1766.23,444.96,1,3,3,At Risk
KD-16615,Ken Dana,291,4,1136.16,267.14,1,3,2,At Risk
KS-16300,Karen Seio,297,1,253.88,-6.38,1,1,1,Lost Customers
KB-16315,Karl Braun,298,2,733.98,97.16,1,1,2,Lost Customers
RM-19750,Roland Murray,301,1,286.35,28.69,1,1,1,Lost Customers
JD-16060,Julia Dunbar,302,1,669.71,131.89,1,1,2,Lost Customers
EJ-13720,Ed Jacobs,304,1,1284.79,423.73,1,1,3,Lost Customers
RE-19450,Richard Eichhorn,304,2,130.49,23.07,1,1,1,Lost Customers
BT-11395,Bill Tyler,304,2,436.26,-11.63,1,1,1,Lost Customers
BM-11140,Becky Martin,310,3,1273.73,218.83,1,2,2,Lost Customers
SV-20785,Stewart Visinsky,323,2,1380.88,86.24,1,2,3,Lost Customers
SP-20545,Sibella Parks,330,5,1415.33,-121.59,1,4,3,At Risk
BD-11770,Bryan Davis,330,6,772.47,141.26,1,4,2,At Risk
BV-11245,Benjamin Venier,337,3,1328.92,232.95,1,2,3,Lost Customers
BT-11305,Beth Thompson,339,1,420.71,39.23,1,1,1,Lost Customers
TG-21310,Toby Gnade,340,3,2211.85,880.5,1,3,4,At Risk
CG-12520,Claire Gute,341,2,1135.06,263.31,1,2,2,Lost Customers
TH-21100,Thea Hendricks,347,2,212.64,19.24,1,1,1,Lost Customers
RM-19375,Raymond Messe,348,3,1471.73,358.36,1,2,3,Lost Customers
SC-20095,Sanjit Chand,352,3,1131.5,202.15,1,2,2,Lost Customers
TB-21250,Tim Brockman,352,4,1001.49,-71.73,1,3,2,At Risk
TP-21565,Tracy Poddar,353,3,1914.8,104.49,1,3,3,At Risk
DA-13450,Dianna Arnett,355,1,302.76,35.06,1,1,1,Lost Customers
TS-21085,Thais Sissman,360,1,93.81,-1.97,1,1,1,Lost Customers
DP-13390,Dennis Pardue,361,4,4957.07,1711.89,1,4,5,At Risk
FW-14395,Fred Wasserman,365,2,159.19,18.01,1,1,1,Lost Customers
CJ-11875,Carl Jackson,368,1,16.52,1.65,1,1,1,Lost Customers
MC-18130,Mike Caudle,372,2,1444.04,86.96,1,2,3,Lost Customers
RC-19825,Roy Collins,372,5,941.85,57.11,1,4,2,At Risk
MH-17440,Mark Haberlin,379,2,279.27,12.58,1,1,1,Lost Customers
